# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 19 06:59:25 2022
#
# User preference: *
#
# CONSTRAINT:  order by pl_bmasse asc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_rvamp,st_mass
2977,K2-110 b,Transit,2017,,,,
2979,K2-110 b,Transit,2017,,,,
2980,K2-110 b,Transit,2017,,,,0.81
2981,K2-110 b,Transit,2017,,,,0.75
2982,K2-110 b,Transit,2017,,,,0.72
2983,K2-110 b,Transit,2017,,,,0.81
2985,K2-111 b,Transit,2017,,,,0.88
2987,K2-111 b,Transit,2017,,,,
2988,K2-111 b,Transit,2017,,,,
2990,K2-113 b,Transit,2017,,,,
2991,K2-113 b,Transit,2017,,,,1.04
2993,K2-113 b,Transit,2017,,,,
2994,K2-114 b,Transit,2017,,,,0.89
2995,K2-114 b,Transit,2017,,,,0.89
2996,K2-114 b,Transit,2017,,,,
2997,K2-114 b,Transit,2017,,,,0.81
2998,K2-114 b,Transit,2017,,,,0.81
2999,K2-114 b,Transit,2017,,,,
3002,K2-115 b,Transit,2017,,,,1.03
3003,K2-115 b,Transit,2017,,,,
3005,K2-115 b,Transit,2017,,,,0.95
3006,K2-115 b,Transit,2017,,,,
3007,K2-115 b,Transit,2017,,,,1.03
3008,K2-115 b,Transit,2017,,,,0.95
3009,K2-116 b,Transit,2017,,,,
3010,K2-116 b,Transit,2017,,,,0.73
3011,K2-116 b,Transit,2017,,,,0.69
3012,K2-117 b,Transit,2017,,,,
3013,K2-117 b,Transit,2017,,,,0.53
3014,K2-117 b,Transit,2017,,,,0.51
3015,K2-117 b,Transit,2017,,,,0.51
3016,K2-117 b,Transit,2017,,,,
3017,K2-117 b,Transit,2017,,,,0.54
3018,K2-117 b,Transit,2017,,,,0.58
3019,K2-117 c,Transit,2017,,,,
3020,K2-117 c,Transit,2017,,,,0.58
3021,K2-117 c,Transit,2017,,,,
3022,K2-117 c,Transit,2017,,,,0.54
3023,K2-117 c,Transit,2017,,,,0.53
3024,K2-118 b,Transit,2017,,,,
3025,K2-118 b,Transit,2017,,,,0.76
3026,K2-119 b,Transit,2017,,,,0.76
3027,K2-119 b,Transit,2017,,,,0.71
3028,K2-119 b,Transit,2017,,,,
3029,K2-119 b,Transit,2017,,,,
3030,K2-119 b,Transit,2017,,,,0.71
3031,K2-119 b,Transit,2017,,,,0.76
3032,K2-12 b,Transit,2015,,,,0.94
3033,K2-12 b,Transit,2015,,,,
3034,K2-12 b,Transit,2015,,,,
3035,K2-12 b,Transit,2015,,,,1.01
3036,K2-12 b,Transit,2015,,,,1.18
3037,K2-120 b,Transit,2017,,,,
3038,K2-120 b,Transit,2017,,,,0.69
3039,K2-120 b,Transit,2017,,,,
3040,K2-121 b,Transit,2017,,,,0.74
3041,K2-121 b,Transit,2017,,,,0.69
3042,K2-121 b,Transit,2017,,,,0.71
3043,K2-121 b,Transit,2017,,,,
3044,K2-121 b,Transit,2017,,,,0.74
3045,K2-121 b,Transit,2017,,,,0.73
3046,K2-121 b,Transit,2017,,,,0.72
3047,K2-121 b,Transit,2017,,,,
3048,K2-122 b,Transit,2017,,,,0.63
3049,K2-122 b,Transit,2017,,,,0.62
3050,K2-122 b,Transit,2017,,,,0.64
3051,K2-122 b,Transit,2017,,,,0.60
3052,K2-122 b,Transit,2017,,,,0.60
3053,K2-122 b,Transit,2017,,,,0.63
3054,K2-122 b,Transit,2017,,,,
3055,K2-122 b,Transit,2017,,,,
3056,K2-123 b,Transit,2017,,,,0.60
3057,K2-123 b,Transit,2017,,,,0.65
3058,K2-123 b,Transit,2017,,,,0.62
3059,K2-123 b,Transit,2017,,,,
3060,K2-123 b,Transit,2017,,,,0.61
3061,K2-123 b,Transit,2017,,,,
3062,K2-123 b,Transit,2017,,,,0.60
3063,K2-123 b,Transit,2017,,,,
3064,K2-124 b,Transit,2017,,,,0.39
3065,K2-124 b,Transit,2017,,,,
3066,K2-124 b,Transit,2017,,,,0.43
3067,K2-124 b,Transit,2017,,,,0.40
3068,K2-124 b,Transit,2017,,,,
3069,K2-124 b,Transit,2017,,,,0.44
3070,K2-124 b,Transit,2017,,,,
3071,K2-125 b,Transit,2017,,,,0.49
3072,K2-126 b,Transit,2017,,,,0.67
3073,K2-126 b,Transit,2017,,,,0.61
3074,K2-126 b,Transit,2017,,,,
3075,K2-126 b,Transit,2017,,,,
3076,K2-126 b,Transit,2017,,,,0.70
3077,K2-126 b,Transit,2017,,,,0.67
3078,K2-126 b,Transit,2017,,,,0.69
3079,K2-127 b,Transit,2017,,,,0.72
3080,K2-127 b,Transit,2017,,,,0.70
3081,K2-127 b,Transit,2017,,,,
3082,K2-127 b,Transit,2017,,,,
3083,K2-127 b,Transit,2017,,,,0.84
3084,K2-128 b,Transit,2017,,,,0.71
3085,K2-128 b,Transit,2017,,,,0.69
3086,K2-128 b,Transit,2017,,,,
3087,K2-129 b,Transit,2017,,,,
3088,K2-129 b,Transit,2017,,,,0.36
3089,K2-13 b,Transit,2015,,,,
3090,K2-13 b,Transit,2015,,,,0.80
3091,K2-13 b,Transit,2015,,,,0.94
3092,K2-130 b,Transit,2017,,,,0.68
3093,K2-130 b,Transit,2017,,,,0.70
3094,K2-130 b,Transit,2017,,,,
3095,K2-131 b,Transit,2017,,,,0.80
3096,K2-131 b,Transit,2017,,,,0.84
3097,K2-131 b,Transit,2017,,,,
3100,K2-132 b,Transit,2017,,,,0.98
3104,K2-133 b,Transit,2017,,,,0.51
3105,K2-133 b,Transit,2017,,,,0.46
3106,K2-133 c,Transit,2017,,,,0.46
3107,K2-133 c,Transit,2017,,,,0.51
3108,K2-133 d,Transit,2017,,,,0.51
3109,K2-133 d,Transit,2017,,,,0.46
3110,K2-133 e,Transit,2019,,,,0.46
3111,K2-136 b,Transit,2017,,,,0.74
3112,K2-136 b,Transit,2017,,,,0.69
3113,K2-136 c,Transit,2017,,,,0.74
3114,K2-136 c,Transit,2017,,,,0.71
3115,K2-136 c,Transit,2017,,,,0.69
3116,K2-136 d,Transit,2017,,,,0.69
3117,K2-136 d,Transit,2017,,,,0.74
3119,K2-137 b,Transit,2017,,,,
3120,K2-138 b,Transit,2017,,,,0.92
3121,K2-138 b,Transit,2017,,,,0.93
3123,K2-138 c,Transit,2017,,,,0.93
3125,K2-138 c,Transit,2017,,,,0.92
3126,K2-138 d,Transit,2017,,,,0.92
3127,K2-138 d,Transit,2017,,,,0.93
3129,K2-138 e,Transit,2017,,,,0.92
3130,K2-138 e,Transit,2017,,,,0.93
3132,K2-138 f,Transit,2017,,,,0.92
3133,K2-138 f,Transit,2017,,,,0.93
3135,K2-138 g,Transit,2021,,,,0.92
3137,K2-139 b,Transit,2017,,,,
3138,K2-139 b,Transit,2017,,,,
3139,K2-139 b,Transit,2017,,,,0.96
3141,K2-139 b,Transit,2017,,,,0.95
3142,K2-14 b,Transit,2015,,,,
3143,K2-14 b,Transit,2015,,,,0.62
3144,K2-14 b,Transit,2015,,,,0.43
3145,K2-14 b,Transit,2015,,,,0.47
3146,K2-14 b,Transit,2015,,,,
3147,K2-140 b,Transit,2017,,,,1.00
3150,K2-140 b,Transit,2017,,,,1.02
3155,K2-146 b,Transit,2018,,,,0.33
3156,K2-146 b,Transit,2018,,,,0.36
3157,K2-146 b,Transit,2018,,,,
3159,K2-146 b,Transit,2018,,,,
3160,K2-146 b,Transit,2018,,,,
3162,K2-146 b,Transit,2018,,,,0.31
3163,K2-146 b,Transit,2018,,,,0.31
3166,K2-147 b,Transit,2018,,,,0.58
3167,K2-147 b,Transit,2018,,,,
3168,K2-147 b,Transit,2018,,,,
3169,K2-148 b,Transit,2018,,,,0.65
3170,K2-148 b,Transit,2018,,,,
3171,K2-148 c,Transit,2018,,,,0.65
3172,K2-148 c,Transit,2018,,,,
3173,K2-148 d,Transit,2018,,,,
3174,K2-148 d,Transit,2018,,,,0.65
3175,K2-149 b,Transit,2018,,,,0.59
3176,K2-15 b,Transit,2015,,,,
3177,K2-15 b,Transit,2015,,,,0.81
3178,K2-15 b,Transit,2015,,,,
3179,K2-15 b,Transit,2015,,,,0.72
3180,K2-150 b,Transit,2018,,,,0.46
3181,K2-150 b,Transit,2018,,,,
3182,K2-151 b,Transit,2018,,,,
3183,K2-151 b,Transit,2018,,,,0.47
3184,K2-151 b,Transit,2018,,,,0.44
3185,K2-151 b,Transit,2018,,,,
3186,K2-152 b,Transit,2018,,,,0.63
3187,K2-152 b,Transit,2018,,,,0.65
3188,K2-153 b,Transit,2018,,,,0.51
3189,K2-153 b,Transit,2018,,,,0.55
3190,K2-154 b,Transit,2018,,,,0.67
3191,K2-154 b,Transit,2018,,,,0.65
3192,K2-154 c,Transit,2018,,,,0.67
3193,K2-154 c,Transit,2018,,,,0.65
3194,K2-155 b,Transit,2018,,,,0.65
3195,K2-155 b,Transit,2018,,,,0.54
3196,K2-155 c,Transit,2018,,,,0.54
3197,K2-155 c,Transit,2018,,,,0.65
3198,K2-155 d,Transit,2018,,,,0.65
3199,K2-155 d,Transit,2018,,,,0.54
3200,K2-156 b,Transit,2018,,,,
3201,K2-156 b,Transit,2018,,,,0.66
3202,K2-156 b,Transit,2018,,,,0.64
3203,K2-157 b,Transit,2018,,,,0.94
3204,K2-157 b,Transit,2018,,,,
3205,K2-158 b,Transit,2018,,,,0.93
3206,K2-158 b,Transit,2018,,,,0.92
3207,K2-158 c,Transit,2018,,,,0.92
3208,K2-159 b,Transit,2018,,,,0.90
3209,K2-159 b,Transit,2018,,,,0.89
3210,K2-16 b,Transit,2015,,,,
3211,K2-16 b,Transit,2015,,,,
3212,K2-16 b,Transit,2015,,,,0.67
3213,K2-16 b,Transit,2015,,,,0.69
3214,K2-16 b,Transit,2015,,,,0.68
3215,K2-16 c,Transit,2015,,,,0.67
3216,K2-16 c,Transit,2015,,,,
3217,K2-16 c,Transit,2015,,,,
3218,K2-16 c,Transit,2015,,,,0.68
3219,K2-16 c,Transit,2015,,,,0.69
3220,K2-160 b,Transit,2018,,,,0.98
3221,K2-161 b,Transit,2018,,,,0.99
3222,K2-162 b,Transit,2018,,,,0.78
3223,K2-162 b,Transit,2018,,,,0.75
3224,K2-163 b,Transit,2018,,,,0.83
3225,K2-164 b,Transit,2018,,,,1.18
3226,K2-164 b,Transit,2018,,,,
3227,K2-164 b,Transit,2018,,,,
3228,K2-165 b,Transit,2018,,,,0.83
3229,K2-165 c,Transit,2018,,,,0.83
3230,K2-165 d,Transit,2018,,,,0.83
3231,K2-166 b,Transit,2018,,,,1.16
3232,K2-166 b,Transit,2018,,,,1.07
3233,K2-167 b,Transit,2018,,,,1.02
3234,K2-167 b,Transit,2018,,,,
3235,K2-167 b,Transit,2018,,,,1.34
3236,K2-168 b,Transit,2018,,,,
3237,K2-168 b,Transit,2018,,,,
3238,K2-168 b,Transit,2018,,,,0.91
3239,K2-168 b,Transit,2018,,,,0.88
3240,K2-169 b,Transit,2018,,,,0.99
3241,K2-169 b,Transit,2018,,,,
3242,K2-169 b,Transit,2018,,,,
3243,K2-17 b,Transit,2015,,,,0.62
3244,K2-17 b,Transit,2015,,,,
3245,K2-17 b,Transit,2015,,,,
3246,K2-17 b,Transit,2015,,,,0.66
3247,K2-17 b,Transit,2015,,,,0.53
3248,K2-17 b,Transit,2015,,,,0.71
3249,K2-170 b,Transit,2018,,,,
3250,K2-170 b,Transit,2018,,,,0.96
3251,K2-170 b,Transit,2018,,,,
3252,K2-170 c,Transit,2018,,,,0.96
3253,K2-170 c,Transit,2018,,,,
3254,K2-170 c,Transit,2018,,,,
3255,K2-171 b,Transit,2018,,,,
3256,K2-171 b,Transit,2018,,,,
3257,K2-171 b,Transit,2018,,,,0.89
3258,K2-172 b,Transit,2018,,,,
3259,K2-172 b,Transit,2018,,,,
3260,K2-172 b,Transit,2018,,,,0.93
3261,K2-172 c,Transit,2018,,,,
3262,K2-172 c,Transit,2018,,,,0.93
3263,K2-172 c,Transit,2018,,,,0.98
3264,K2-172 c,Transit,2018,,,,
3265,K2-173 b,Transit,2018,,,,0.88
3266,K2-173 b,Transit,2018,,,,0.98
3267,K2-174 b,Transit,2018,,,,
3268,K2-174 b,Transit,2018,,,,0.70
3269,K2-174 b,Transit,2018,,,,0.67
3270,K2-174 b,Transit,2018,,,,
3271,K2-174 b,Transit,2018,,,,0.66
3272,K2-174 b,Transit,2018,,,,0.66
3273,K2-175 b,Transit,2018,,,,1.09
3274,K2-176 b,Transit,2018,,,,0.94
3275,K2-176 b,Transit,2018,,,,
3276,K2-177 b,Transit,2018,,,,1.21
3277,K2-178 b,Transit,2018,,,,0.95
3278,K2-178 b,Transit,2018,,,,
3279,K2-179 b,Transit,2018,,,,
3280,K2-179 b,Transit,2018,,,,0.85
3281,K2-179 b,Transit,2018,,,,0.82
3282,K2-18 b,Transit,2015,,,,0.42
3284,K2-18 b,Transit,2015,,,,
3286,K2-18 b,Transit,2015,,,,
3287,K2-18 b,Transit,2015,,,,0.41
3289,K2-18 b,Transit,2015,,,,0.36
3290,K2-18 b,Transit,2015,,,,0.44
3292,K2-180 b,Transit,2018,,,,
3293,K2-180 b,Transit,2018,,,,0.72
3295,K2-180 b,Transit,2018,,,,0.93
3296,K2-180 b,Transit,2018,,,,0.73
3297,K2-180 b,Transit,2018,,,,0.72
3298,K2-180 b,Transit,2018,,,,
3299,K2-181 b,Transit,2018,,,,0.98
3300,K2-181 b,Transit,2018,,,,
3301,K2-181 b,Transit,2018,,,,1.04
3302,K2-181 b,Transit,2018,,,,
3303,K2-181 b,Transit,2018,,,,0.99
3304,K2-181 b,Transit,2018,,,,0.98
3305,K2-182 b,Transit,2018,,,,
3306,K2-182 b,Transit,2018,,,,0.88
3307,K2-182 b,Transit,2018,,,,0.88
3308,K2-182 b,Transit,2018,,,,0.85
3309,K2-182 b,Transit,2018,,,,0.84
3310,K2-182 b,Transit,2018,,,,
3311,K2-182 b,Transit,2018,,,,0.88
3313,K2-183 b,Transit,2018,,,,0.94
3314,K2-183 b,Transit,2018,,,,
3315,K2-183 b,Transit,2018,,,,
3316,K2-183 c,Transit,2018,,,,0.94
3317,K2-183 c,Transit,2018,,,,
3318,K2-183 c,Transit,2018,,,,0.95
3319,K2-183 c,Transit,2018,,,,
3320,K2-183 c,Transit,2018,,,,0.93
3321,K2-183 c,Transit,2018,,,,
3322,K2-183 c,Transit,2018,,,,0.95
3323,K2-183 d,Transit,2018,,,,
3324,K2-183 d,Transit,2018,,,,0.93
3325,K2-183 d,Transit,2018,,,,0.94
3326,K2-183 d,Transit,2018,,,,
3327,K2-183 d,Transit,2018,,,,
3328,K2-184 b,Transit,2018,,,,0.84
3329,K2-184 b,Transit,2018,,,,
3330,K2-184 b,Transit,2018,,,,0.82
3331,K2-184 b,Transit,2018,,,,0.89
3332,K2-184 b,Transit,2018,,,,
3333,K2-184 b,Transit,2018,,,,0.86
3334,K2-184 b,Transit,2018,,,,0.89
3335,K2-185 b,Transit,2018,,,,0.98
3336,K2-185 b,Transit,2018,,,,0.96
3337,K2-185 b,Transit,2018,,,,
3338,K2-185 c,Transit,2018,,,,
3339,K2-185 c,Transit,2018,,,,
3340,K2-185 c,Transit,2018,,,,0.96
3341,K2-186 b,Transit,2018,,,,1.02
3342,K2-186 b,Transit,2018,,,,
3343,K2-187 b,Transit,2018,,,,
3344,K2-187 b,Transit,2018,,,,
3345,K2-187 b,Transit,2018,,,,0.97
3346,K2-187 b,Transit,2018,,,,0.98
3347,K2-187 c,Transit,2018,,,,
3348,K2-187 c,Transit,2018,,,,0.97
3349,K2-187 c,Transit,2018,,,,
3350,K2-187 c,Transit,2018,,,,
3351,K2-187 c,Transit,2018,,,,0.98
3352,K2-187 d,Transit,2018,,,,
3353,K2-187 d,Transit,2018,,,,0.93
3354,K2-187 d,Transit,2018,,,,0.97
3355,K2-187 d,Transit,2018,,,,
3356,K2-187 d,Transit,2018,,,,
3357,K2-187 d,Transit,2018,,,,0.98
3358,K2-187 d,Transit,2018,,,,0.93
3359,K2-187 e,Transit,2018,,,,0.97
3360,K2-187 e,Transit,2018,,,,
3361,K2-187 e,Transit,2018,,,,
3362,K2-187 e,Transit,2018,,,,0.98
3363,K2-187 e,Transit,2018,,,,
3364,K2-188 b,Transit,2018,,,,1.06
3365,K2-188 b,Transit,2018,,,,1.11
3366,K2-188 c,Transit,2018,,,,1.07
3367,K2-188 c,Transit,2018,,,,
3368,K2-188 c,Transit,2018,,,,1.07
3369,K2-188 c,Transit,2018,,,,1.11
3370,K2-188 c,Transit,2018,,,,
3371,K2-188 c,Transit,2018,,,,1.06
3372,K2-189 b,Transit,2018,,,,0.94
3373,K2-189 b,Transit,2018,,,,
3374,K2-189 b,Transit,2018,,,,0.93
3375,K2-189 c,Transit,2018,,,,
3376,K2-189 c,Transit,2018,,,,0.96
3377,K2-189 c,Transit,2018,,,,0.96
3378,K2-189 c,Transit,2018,,,,0.94
3379,K2-189 c,Transit,2018,,,,0.93
3380,K2-189 c,Transit,2018,,,,
3383,K2-19 b,Transit,2015,,,,0.89
3384,K2-19 b,Transit,2015,,,,0.84
3386,K2-19 b,Transit,2015,,,,
3387,K2-19 b,Transit,2015,,,,0.90
3388,K2-19 b,Transit,2015,,,,0.92
3389,K2-19 b,Transit,2015,,,,0.99
3390,K2-19 b,Transit,2015,,,,0.93
3392,K2-19 b,Transit,2015,,,,
3393,K2-19 b,Transit,2015,,,,0.90
3394,K2-19 c,Transit,2015,,,,0.89
3395,K2-19 c,Transit,2015,,,,0.84
3398,K2-19 c,Transit,2015,,,,
3399,K2-19 c,Transit,2015,,,,0.99
3400,K2-19 c,Transit,2015,,,,0.93
3401,K2-19 c,Transit,2015,,,,0.90
3403,K2-19 c,Transit,2015,,,,
3404,K2-19 c,Transit,2015,,,,0.90
3407,K2-19 d,Transit,2016,,,,
3408,K2-19 d,Transit,2016,,,,0.99
3409,K2-19 d,Transit,2016,,,,0.93
3410,K2-19 d,Transit,2016,,,,0.90
3412,K2-190 b,Transit,2018,,,,
3413,K2-190 b,Transit,2018,,,,0.90
3414,K2-190 b,Transit,2018,,,,0.99
3415,K2-190 c,Transit,2018,,,,0.90
3416,K2-191 b,Transit,2018,,,,0.83
3417,K2-191 b,Transit,2018,,,,0.83
3418,K2-191 b,Transit,2018,,,,0.90
3419,K2-191 b,Transit,2018,,,,
3420,K2-192 b,Transit,2018,,,,
3421,K2-192 b,Transit,2018,,,,0.90
3422,K2-192 b,Transit,2018,,,,0.87
3423,K2-192 b,Transit,2018,,,,0.87
3424,K2-193 b,Transit,2018,,,,0.99
3425,K2-193 b,Transit,2018,,,,0.98
3426,K2-193 b,Transit,2018,,,,
3427,K2-193 b,Transit,2018,,,,1.01
3428,K2-193 b,Transit,2018,,,,
3429,K2-194 b,Transit,2018,,,,1.20
3430,K2-194 b,Transit,2018,,,,1.11
3431,K2-194 b,Transit,2018,,,,
3432,K2-195 b,Transit,2018,,,,
3433,K2-195 b,Transit,2018,,,,1.03
3434,K2-195 b,Transit,2018,,,,0.96
3435,K2-195 b,Transit,2018,,,,0.94
3436,K2-195 b,Transit,2018,,,,
3437,K2-195 c,Transit,2018,,,,
3438,K2-195 c,Transit,2018,,,,0.96
3439,K2-196 b,Transit,2018,,,,1.16
3440,K2-197 b,Transit,2018,,,,1.00
3441,K2-197 b,Transit,2018,,,,0.97
3442,K2-197 b,Transit,2018,,,,1.00
3443,K2-197 b,Transit,2018,,,,
3444,K2-197 b,Transit,2018,,,,1.00
3445,K2-198 b,Transit,2018,,,,0.84
3446,K2-198 b,Transit,2018,,,,
3447,K2-198 b,Transit,2018,,,,0.80
3448,K2-198 b,Transit,2018,,,,0.88
3449,K2-198 c,Transit,2019,,,,0.88
3450,K2-198 c,Transit,2019,,,,0.80
3451,K2-198 d,Transit,2019,,,,0.88
3452,K2-198 d,Transit,2019,,,,
3453,K2-198 d,Transit,2019,,,,0.80
3454,K2-199 b,Transit,2018,,,,0.71
3455,K2-199 b,Transit,2018,,,,
3456,K2-199 b,Transit,2018,,,,
3458,K2-199 b,Transit,2018,,,,0.72
3459,K2-199 b,Transit,2018,,,,0.73
3460,K2-199 c,Transit,2018,,,,
3461,K2-199 c,Transit,2018,,,,0.73
3462,K2-199 c,Transit,2018,,,,
3463,K2-199 c,Transit,2018,,,,0.71
3465,K2-199 c,Transit,2018,,,,0.72
3466,K2-200 b,Transit,2018,,,,0.86
3467,K2-200 b,Transit,2018,,,,
3468,K2-200 b,Transit,2018,,,,0.83
3469,K2-201 b,Transit,2018,,,,0.96
3470,K2-201 b,Transit,2018,,,,
3471,K2-201 c,Transit,2018,,,,
3472,K2-201 c,Transit,2018,,,,0.96
3473,K2-202 b,Transit,2018,,,,0.97
3474,K2-202 b,Transit,2018,,,,
3475,K2-203 b,Transit,2018,,,,
3476,K2-203 b,Transit,2018,,,,0.79
3477,K2-204 b,Transit,2018,,,,
3478,K2-204 b,Transit,2018,,,,1.01
3479,K2-205 b,Transit,2018,,,,0.95
3480,K2-205 b,Transit,2018,,,,
3481,K2-206 b,Transit,2018,,,,0.79
3482,K2-207 b,Transit,2018,,,,0.94
3483,K2-207 b,Transit,2018,,,,
3484,K2-208 b,Transit,2018,,,,
3485,K2-208 b,Transit,2018,,,,0.93
3486,K2-209 b,Transit,2018,,,,0.74
3487,K2-21 b,Transit,2015,,,,
3488,K2-21 b,Transit,2015,,,,0.68
3489,K2-21 b,Transit,2015,,,,0.52
3490,K2-21 b,Transit,2015,,,,0.64
3491,K2-21 b,Transit,2015,,,,
3492,K2-21 c,Transit,2015,,,,
3493,K2-21 c,Transit,2015,,,,0.52
3494,K2-21 c,Transit,2015,,,,0.64
3495,K2-21 c,Transit,2015,,,,0.63
3496,K2-21 c,Transit,2015,,,,
3497,K2-21 c,Transit,2015,,,,0.68
3498,K2-210 b,Transit,2018,,,,0.91
3499,K2-210 b,Transit,2018,,,,
3500,K2-211 b,Transit,2018,,,,
3501,K2-211 b,Transit,2018,,,,0.88
3502,K2-211 b,Transit,2018,,,,
3503,K2-212 b,Transit,2018,,,,0.67
3504,K2-212 b,Transit,2018,,,,0.62
3505,K2-212 b,Transit,2018,,,,
3506,K2-212 b,Transit,2018,,,,
3507,K2-213 b,Transit,2018,,,,1.07
3508,K2-214 b,Transit,2018,,,,1.05
3509,K2-214 b,Transit,2018,,,,
3510,K2-214 b,Transit,2018,,,,
3511,K2-214 b,Transit,2018,,,,1.02
3512,K2-215 b,Transit,2018,,,,
3513,K2-215 b,Transit,2018,,,,1.00
3514,K2-216 b,Transit,2018,,,,
3516,K2-216 b,Transit,2018,,,,0.74
3517,K2-216 b,Transit,2018,,,,0.70
3518,K2-216 b,Transit,2018,,,,
3519,K2-217 b,Transit,2018,,,,
3520,K2-217 b,Transit,2018,,,,1.10
3521,K2-218 b,Transit,2018,,,,
3522,K2-218 b,Transit,2018,,,,1.05
3523,K2-219 b,Transit,2018,,,,1.02
3524,K2-219 b,Transit,2018,,,,
3525,K2-219 c,Transit,2018,,,,
3526,K2-219 c,Transit,2018,,,,1.02
3527,K2-219 d,Transit,2018,,,,
3528,K2-219 d,Transit,2018,,,,1.02
3529,K2-22 b,Transit,2015,,,,0.42
3530,K2-22 b,Transit,2015,,,,
3531,K2-22 b,Transit,2015,,,,
3533,K2-22 b,Transit,2015,,,,
3534,K2-22 b,Transit,2015,,,,0.60
3535,K2-22 b,Transit,2015,,,,
3536,K2-220 b,Transit,2018,,,,
3537,K2-220 b,Transit,2018,,,,
3538,K2-220 b,Transit,2018,,,,0.96
3539,K2-220 b,Transit,2018,,,,0.96
3540,K2-221 b,Transit,2018,,,,
3541,K2-221 b,Transit,2018,,,,1.01
3542,K2-222 b,Transit,2018,,,,
3543,K2-222 b,Transit,2018,,,,1.00
3544,K2-222 b,Transit,2018,,,,0.95
3545,K2-223 b,Transit,2018,,,,
3546,K2-223 b,Transit,2018,,,,1.07
3547,K2-223 b,Transit,2018,,,,1.06
3548,K2-223 c,Transit,2018,,,,1.07
3549,K2-223 c,Transit,2018,,,,1.06
3550,K2-223 c,Transit,2018,,,,
3551,K2-224 b,Transit,2018,,,,0.90
3552,K2-224 b,Transit,2018,,,,0.91
3553,K2-224 c,Transit,2018,,,,0.91
3554,K2-224 c,Transit,2018,,,,
3555,K2-225 b,Transit,2018,,,,1.27
3556,K2-225 b,Transit,2018,,,,1.11
3557,K2-226 b,Transit,2018,,,,0.88
3558,K2-226 b,Transit,2018,,,,0.89
3559,K2-227 b,Transit,2018,,,,0.95
3560,K2-228 b,Transit,2018,,,,0.74
3561,K2-228 b,Transit,2018,,,,0.71
3562,K2-229 b,Transit,2018,,,,0.86
3563,K2-229 b,Transit,2018,,,,0.87
3564,K2-229 b,Transit,2018,,,,
3567,K2-229 c,Transit,2018,,,,0.86
3568,K2-229 c,Transit,2018,,,,0.87
3570,K2-230 b,Transit,2018,,,,1.13
3571,K2-230 b,Transit,2018,,,,1.11
3572,K2-231 b,Transit,2018,,,,
3573,K2-231 b,Transit,2018,,,,1.01
3577,K2-233 b,Transit,2018,,,,0.80
3579,K2-233 c,Transit,2018,,,,0.80
3580,K2-233 d,Transit,2018,,,,0.80
3582,K2-237 b,Transit,2018,,,,1.23
3586,K2-237 b,Transit,2018,,,,1.28
3588,K2-239 b,Transit,2018,,,,0.40
3589,K2-239 c,Transit,2018,,,,0.40
3590,K2-239 d,Transit,2018,,,,0.40
3591,K2-24 b,Transit,2016,,,,
3593,K2-24 b,Transit,2016,,,,1.20
3595,K2-24 b,Transit,2016,,,,1.12
3596,K2-24 b,Transit,2016,,,,1.10
3598,K2-24 b,Transit,2016,,,,
3599,K2-24 c,Transit,2016,,,,1.20
3602,K2-24 c,Transit,2016,,,,
3604,K2-24 c,Transit,2016,,,,1.10
3605,K2-24 c,Transit,2016,,,,
3606,K2-24 c,Transit,2016,,,,1.12
3607,K2-240 b,Transit,2018,,,,0.58
3608,K2-240 c,Transit,2018,,,,0.58
3609,K2-241 b,Transit,2018,,,,0.71
3610,K2-242 b,Transit,2018,,,,0.38
3611,K2-243 b,Transit,2018,,,,1.29
3612,K2-243 c,Transit,2018,,,,1.29
3613,K2-244 b,Transit,2018,,,,0.86
3614,K2-244 b,Transit,2018,,,,
3615,K2-245 b,Transit,2018,,,,0.83
3616,K2-246 b,Transit,2018,,,,0.87
3617,K2-247 b,Transit,2018,,,,0.74
3618,K2-247 c,Transit,2018,,,,0.74
3619,K2-248 b,Transit,2018,,,,0.88
3620,K2-249 b,Transit,2018,,,,1.32
3622,K2-25 b,Transit,2015,,,,0.29
3623,K2-25 b,Transit,2015,,,,0.27
3624,K2-25 b,Transit,2015,,,,0.29
3625,K2-250 b,Transit,2018,,,,0.80
3626,K2-251 b,Transit,2018,,,,0.52
3627,K2-252 b,Transit,2018,,,,0.79
3628,K2-253 b,Transit,2018,,,,1.08
3629,K2-254 b,Transit,2018,,,,0.71
3630,K2-254 c,Transit,2018,,,,0.71
3631,K2-255 b,Transit,2018,,,,0.71
3632,K2-256 b,Transit,2018,,,,0.84
3633,K2-257 b,Transit,2018,,,,0.52
3634,K2-258 b,Transit,2018,,,,1.21
3635,K2-259 b,Transit,2018,,,,
3636,K2-259 b,Transit,2018,,,,1.14
3637,K2-26 b,Transit,2016,,,,
3638,K2-26 b,Transit,2016,,,,
